in:Index,out:↓ Highway visibility score,out:↓ Res  area visibility score,out:↑ Mountains visibility score,out:↑ Open view perc,out:↓ Privacy loss score,img_1,img_2,img_3,img_4,img_5,threeD
37,0.632499,2.37513,18.247261,34.264476,0.729465,Index37_Highway-view.png,Index37_Neighbor-view.png,Index37_Mountain view.png,Index37_Range-view.png,Index37_Privacy-view.png,Index37.json
38,0.449922,1.979004,16.353678,30.625978,2.494778,Index38_Highway-view.png,Index38_Neighbor-view.png,Index38_Mountain view.png,Index38_Range-view.png,Index38_Privacy-view.png,Index38.json
39,0.53958,2.37024,18.153365,33.450704,1.316559,Index39_Highway-view.png,Index39_Neighbor-view.png,Index39_Mountain view.png,Index39_Range-view.png,Index39_Privacy-view.png,Index39.json
40,0.596635,2.277321,17.41784,33.004695,0.854599,Index40_Highway-view.png,Index40_Neighbor-view.png,Index40_Mountain view.png,Index40_Range-view.png,Index40_Privacy-view.png,Index40.json
41,0.451552,1.814358,15.758998,28.411581,3.586699,Index41_Highway-view.png,Index41_Neighbor-view.png,Index41_Mountain view.png,Index41_Range-view.png,Index41_Privacy-view.png,Index41.json
42,0.467853,1.850222,16.134585,29.342723,2.289021,Index42_Highway-view.png,Index42_Neighbor-view.png,Index42_Mountain view.png,Index42_Range-view.png,Index42_Privacy-view.png,Index42.json
43,0.443401,1.933359,15.868545,29.86698,2.814064,Index43_Highway-view.png,Index43_Neighbor-view.png,Index43_Mountain view.png,Index43_Range-view.png,Index43_Privacy-view.png,Index43.json
44,0.53795,2.37024,18.137715,33.395931,1.332902,Index44_Highway-view.png,Index44_Neighbor-view.png,Index44_Mountain view.png,Index44_Range-view.png,Index44_Privacy-view.png,Index44.json
45,0.588485,2.243088,17.183099,32.104851,1.451311,Index45_Highway-view.png,Index45_Neighbor-view.png,Index45_Mountain view.png,Index45_Range-view.png,Index45_Privacy-view.png,Index45.json
46,0,0,0,-999,0,Index46_Highway-view.png,Index46_Neighbor-view.png,Index46_Mountain view.png,Index46_Range-view.png,Index46_Privacy-view.png,Index46.json
47,0.629238,2.383281,17.464789,31.98748,1.987048,Index47_Highway-view.png,Index47_Neighbor-view.png,Index47_Mountain view.png,Index47_Range-view.png,Index47_Privacy-view.png,Index47.json
48,0.578704,2.336007,18.028169,32.331768,1.727953,Index48_Highway-view.png,Index48_Neighbor-view.png,Index48_Mountain view.png,Index48_Range-view.png,Index48_Privacy-view.png,Index48.json
49,0.599896,2.119197,15.821596,30.876369,1.075508,Index49_Highway-view.png,Index49_Neighbor-view.png,Index49_Mountain view.png,Index49_Range-view.png,Index49_Privacy-view.png,Index49.json
50,0.575443,2.099635,15.978091,30.438185,1.541961,Index50_Highway-view.png,Index50_Neighbor-view.png,Index50_Mountain view.png,Index50_Range-view.png,Index50_Privacy-view.png,Index50.json
51,0.625978,2.353938,18.215962,33.255086,0.871625,Index51_Highway-view.png,Index51_Neighbor-view.png,Index51_Mountain view.png,Index51_Range-view.png,Index51_Privacy-view.png,Index51.json
52,0.601526,2.192553,16.729264,31.815336,1.563752,Index52_Highway-view.png,Index52_Neighbor-view.png,Index52_Mountain view.png,Index52_Range-view.png,Index52_Privacy-view.png,Index52.json
53,0.497196,2.246348,17.605634,31.541471,1.336612,Index53_Highway-view.png,Index53_Neighbor-view.png,Index53_Mountain view.png,Index53_Range-view.png,Index53_Privacy-view.png,Index53.json
54,0.568923,2.120827,16.118936,30.907668,1.68034,Index54_Highway-view.png,Index54_Neighbor-view.png,Index54_Mountain view.png,Index54_Range-view.png,Index54_Privacy-view.png,Index54.json
55,0.528169,2.091484,16.964006,29.968701,2.789926,Index55_Highway-view.png,Index55_Neighbor-view.png,Index55_Mountain view.png,Index55_Range-view.png,Index55_Privacy-view.png,Index55.json
56,0.573813,2.293623,16.932707,32.902973,0.792976,Index56_Highway-view.png,Index56_Neighbor-view.png,Index56_Mountain view.png,Index56_Range-view.png,Index56_Privacy-view.png,Index56.json
57,0.458073,2.174622,17.41784,31.181534,1.753335,Index57_Highway-view.png,Index57_Neighbor-view.png,Index57_Mountain view.png,Index57_Range-view.png,Index57_Privacy-view.png,Index57.json
58,0.585224,2.213745,16.666667,31.596244,1.652081,Index58_Highway-view.png,Index58_Neighbor-view.png,Index58_Mountain view.png,Index58_Range-view.png,Index58_Privacy-view.png,Index58.json
59,0.627608,2.321335,17.292645,33.075117,1.216915,Index59_Highway-view.png,Index59_Neighbor-view.png,Index59_Mountain view.png,Index59_Range-view.png,Index59_Privacy-view.png,Index59.json
60,0.581964,2.181142,16.494523,31.43975,1.603967,Index60_Highway-view.png,Index60_Neighbor-view.png,Index60_Mountain view.png,Index60_Range-view.png,Index60_Privacy-view.png,Index60.json
61,0.598266,2.187663,16.212833,30.915493,1.77682,Index61_Highway-view.png,Index61_Neighbor-view.png,Index61_Mountain view.png,Index61_Range-view.png,Index61_Privacy-view.png,Index61.json
62,0.586854,2.132238,16.150235,30.203443,2.504704,Index62_Highway-view.png,Index62_Neighbor-view.png,Index62_Mountain view.png,Index62_Range-view.png,Index62_Privacy-view.png,Index62.json
63,0.634129,2.399583,17.71518,32.089202,1.553092,Index63_Highway-view.png,Index63_Neighbor-view.png,Index63_Mountain view.png,Index63_Range-view.png,Index63_Privacy-view.png,Index63.json
64,0.596635,2.337637,16.85446,33.028169,1.014453,Index64_Highway-view.png,Index64_Neighbor-view.png,Index64_Mountain view.png,Index64_Range-view.png,Index64_Privacy-view.png,Index64.json
65,0.546101,2.277321,17.621283,31.627543,1.426168,Index65_Highway-view.png,Index65_Neighbor-view.png,Index65_Mountain view.png,Index65_Range-view.png,Index65_Privacy-view.png,Index65.json
66,0.578704,2.233307,16.682316,30.649452,1.835802,Index66_Highway-view.png,Index66_Neighbor-view.png,Index66_Mountain view.png,Index66_Range-view.png,Index66_Privacy-view.png,Index66.json
67,0.570553,2.058881,16.651017,30.219092,2.35856,Index67_Highway-view.png,Index67_Neighbor-view.png,Index67_Mountain view.png,Index67_Range-view.png,Index67_Privacy-view.png,Index67.json
68,0.53795,2.208855,17.887324,32.128326,1.171397,Index68_Highway-view.png,Index68_Neighbor-view.png,Index68_Mountain view.png,Index68_Range-view.png,Index68_Privacy-view.png,Index68.json
69,0.480895,2.006716,16.306729,30.336463,1.878175,Index69_Highway-view.png,Index69_Neighbor-view.png,Index69_Mountain view.png,Index69_Range-view.png,Index69_Privacy-view.png,Index69.json
70,0.531429,2.285472,17.699531,31.862285,1.973697,Index70_Highway-view.png,Index70_Neighbor-view.png,Index70_Mountain view.png,Index70_Range-view.png,Index70_Privacy-view.png,Index70.json
71,0.586854,2.205595,16.29108,31.611894,1.221248,Index71_Highway-view.png,Index71_Neighbor-view.png,Index71_Mountain view.png,Index71_Range-view.png,Index71_Privacy-view.png,Index71.json
72,0.523279,1.951291,16.682316,29.452269,2.194401,Index72_Highway-view.png,Index72_Neighbor-view.png,Index72_Mountain view.png,Index72_Range-view.png,Index72_Privacy-view.png,Index72.json
73,0.570553,2.228417,17.809077,31.322379,1.637245,Index73_Highway-view.png,Index73_Neighbor-view.png,Index73_Mountain view.png,Index73_Range-view.png,Index73_Privacy-view.png,Index73.json
74,0.590115,2.225156,17.1518,30.774648,2.601338,Index74_Highway-view.png,Index74_Neighbor-view.png,Index74_Mountain view.png,Index74_Range-view.png,Index74_Privacy-view.png,Index74.json
75,0.544471,2.168101,16.087637,31.103286,1.916297,Index75_Highway-view.png,Index75_Neighbor-view.png,Index75_Mountain view.png,Index75_Range-view.png,Index75_Privacy-view.png,Index75.json
76,0.516758,2.065402,17.010955,30.078247,1.850078,Index76_Highway-view.png,Index76_Neighbor-view.png,Index76_Mountain view.png,Index76_Range-view.png,Index76_Privacy-view.png,Index76.json
77,0.533059,2.177882,16.979656,30.492958,2.557494,Index77_Highway-view.png,Index77_Neighbor-view.png,Index77_Mountain view.png,Index77_Range-view.png,Index77_Privacy-view.png,Index77.json
78,0.601526,2.226787,16.635368,31.862285,1.458806,Index78_Highway-view.png,Index78_Neighbor-view.png,Index78_Mountain view.png,Index78_Range-view.png,Index78_Privacy-view.png,Index78.json
79,0.580334,2.298513,17.543036,31.674491,0.979216,Index79_Highway-view.png,Index79_Neighbor-view.png,Index79_Mountain view.png,Index79_Range-view.png,Index79_Privacy-view.png,Index79.json
80,0.520018,2.246348,16.901408,32.355243,1.585833,Index80_Highway-view.png,Index80_Neighbor-view.png,Index80_Mountain view.png,Index80_Range-view.png,Index80_Privacy-view.png,Index80.json
81,0.53632,2.174622,16.150235,31.150235,1.089953,Index81_Highway-view.png,Index81_Neighbor-view.png,Index81_Mountain view.png,Index81_Range-view.png,Index81_Privacy-view.png,Index81.json
82,0.493936,2.176252,16.85446,30.399061,3.33347,Index82_Highway-view.png,Index82_Neighbor-view.png,Index82_Mountain view.png,Index82_Range-view.png,Index82_Privacy-view.png,Index82.json
83,0.583594,2.05073,15.618153,29.804382,1.898542,Index83_Highway-view.png,Index83_Neighbor-view.png,Index83_Mountain view.png,Index83_Range-view.png,Index83_Privacy-view.png,Index83.json
84,0.606416,2.119197,16.00939,30.062598,2.229811,Index84_Highway-view.png,Index84_Neighbor-view.png,Index84_Mountain view.png,Index84_Range-view.png,Index84_Privacy-view.png,Index84.json
85,0.560772,2.114306,17.13615,30.657277,1.978979,Index85_Highway-view.png,Index85_Neighbor-view.png,Index85_Mountain view.png,Index85_Range-view.png,Index85_Privacy-view.png,Index85.json
86,0.614567,2.174622,16.57277,31.00939,1.476456,Index86_Highway-view.png,Index86_Neighbor-view.png,Index86_Mountain view.png,Index86_Range-view.png,Index86_Privacy-view.png,Index86.json
87,0.603156,2.36698,18.059468,33.599374,1.249335,Index87_Highway-view.png,Index87_Neighbor-view.png,Index87_Mountain view.png,Index87_Range-view.png,Index87_Privacy-view.png,Index87.json
88,0.572183,2.25939,17.527387,31.220657,1.819699,Index88_Highway-view.png,Index88_Neighbor-view.png,Index88_Mountain view.png,Index88_Range-view.png,Index88_Privacy-view.png,Index88.json
89,0.585224,2.181142,15.805947,31.29108,1.201893,Index89_Highway-view.png,Index89_Neighbor-view.png,Index89_Mountain view.png,Index89_Range-view.png,Index89_Privacy-view.png,Index89.json
90,0.608046,2.177882,16.056338,30.219092,2.242567,Index90_Highway-view.png,Index90_Neighbor-view.png,Index90_Mountain view.png,Index90_Range-view.png,Index90_Privacy-view.png,Index90.json
91,0.612937,2.329486,18.153365,33.004695,0.958857,Index91_Highway-view.png,Index91_Neighbor-view.png,Index91_Mountain view.png,Index91_Range-view.png,Index91_Privacy-view.png,Index91.json
92,0.577074,2.135498,15.805947,30.657277,2.651534,Index92_Highway-view.png,Index92_Neighbor-view.png,Index92_Mountain view.png,Index92_Range-view.png,Index92_Privacy-view.png,Index92.json
93,0.586854,2.135498,15.305164,29.334898,2.098725,Index93_Highway-view.png,Index93_Neighbor-view.png,Index93_Mountain view.png,Index93_Range-view.png,Index93_Privacy-view.png,Index93.json
94,0.546101,2.296883,16.948357,32.535211,1.083035,Index94_Highway-view.png,Index94_Neighbor-view.png,Index94_Mountain view.png,Index94_Range-view.png,Index94_Privacy-view.png,Index94.json
95,0,0,0,-999,0,Index95_Highway-view.png,Index95_Neighbor-view.png,Index95_Mountain view.png,Index95_Range-view.png,Index95_Privacy-view.png,Index95.json
96,0.601526,2.322966,18.075117,32.120501,1.633662,Index96_Highway-view.png,Index96_Neighbor-view.png,Index96_Mountain view.png,Index96_Range-view.png,Index96_Privacy-view.png,Index96.json
97,0.601526,2.270801,17.261346,32.56651,0.854706,Index97_Highway-view.png,Index97_Neighbor-view.png,Index97_Mountain view.png,Index97_Range-view.png,Index97_Privacy-view.png,Index97.json
98,0.567293,2.221896,16.384977,31.384977,2.042823,Index98_Highway-view.png,Index98_Neighbor-view.png,Index98_Mountain view.png,Index98_Range-view.png,Index98_Privacy-view.png,Index98.json
99,0.547731,2.133868,17.026604,31.173709,1.950809,Index99_Highway-view.png,Index99_Neighbor-view.png,Index99_Mountain view.png,Index99_Range-view.png,Index99_Privacy-view.png,Index99.json
100,0.586854,2.270801,17.13615,32.683881,1.017642,Index100_Highway-view.png,Index100_Neighbor-view.png,Index100_Mountain view.png,Index100_Range-view.png,Index100_Privacy-view.png,Index100.json
101,0.612937,2.213745,16.400626,31.197183,1.971242,Index101_Highway-view.png,Index101_Neighbor-view.png,Index101_Mountain view.png,Index101_Range-view.png,Index101_Privacy-view.png,Index101.json
102,0.498826,2.163211,17.558685,30.978091,1.780291,Index102_Highway-view.png,Index102_Neighbor-view.png,Index102_Mountain view.png,Index102_Range-view.png,Index102_Privacy-view.png,Index102.json
103,0.590115,2.128978,16.087637,30.43036,2.094158,Index103_Highway-view.png,Index103_Neighbor-view.png,Index103_Mountain view.png,Index103_Range-view.png,Index103_Privacy-view.png,Index103.json
104,0.581964,2.130608,17.276995,30.719875,2.046247,Index104_Highway-view.png,Index104_Neighbor-view.png,Index104_Mountain view.png,Index104_Range-view.png,Index104_Privacy-view.png,Index104.json
105,0.518388,2.210485,17.214397,31.830986,1.331681,Index105_Highway-view.png,Index105_Neighbor-view.png,Index105_Mountain view.png,Index105_Range-view.png,Index105_Privacy-view.png,Index105.json
106,0.560772,2.231677,17.104851,32.112676,1.158709,Index106_Highway-view.png,Index106_Neighbor-view.png,Index106_Mountain view.png,Index106_Range-view.png,Index106_Privacy-view.png,Index106.json
107,0.617827,2.331116,17.480438,32.973396,0.861296,Index107_Highway-view.png,Index107_Neighbor-view.png,Index107_Mountain view.png,Index107_Range-view.png,Index107_Privacy-view.png,Index107.json
108,0.586854,2.25939,17.355243,31.103286,1.63242,Index108_Highway-view.png,Index108_Neighbor-view.png,Index108_Mountain view.png,Index108_Range-view.png,Index108_Privacy-view.png,Index108.json
109,0.653691,2.26428,17.1518,31.181534,2.281655,Index109_Highway-view.png,Index109_Neighbor-view.png,Index109_Mountain view.png,Index109_Range-view.png,Index109_Privacy-view.png,Index109.json
110,0.586854,2.26754,16.823161,31.901408,1.135228,Index110_Highway-view.png,Index110_Neighbor-view.png,Index110_Mountain view.png,Index110_Range-view.png,Index110_Privacy-view.png,Index110.json
111,0,0,0,-999,0,Index111_Highway-view.png,Index111_Neighbor-view.png,Index111_Mountain view.png,Index111_Range-view.png,Index111_Privacy-view.png,Index111.json
112,0.575443,2.208855,17.402191,32.253521,1.235966,Index112_Highway-view.png,Index112_Neighbor-view.png,Index112_Mountain view.png,Index112_Range-view.png,Index112_Privacy-view.png,Index112.json
113,0.477634,2.120827,17.292645,30.688576,2.570521,Index113_Highway-view.png,Index113_Neighbor-view.png,Index113_Mountain view.png,Index113_Range-view.png,Index113_Privacy-view.png,Index113.json
114,0.546101,2.15506,16.807512,31.361502,1.675784,Index114_Highway-view.png,Index114_Neighbor-view.png,Index114_Mountain view.png,Index114_Range-view.png,Index114_Privacy-view.png,Index114.json
115,0.653691,2.349048,17.496088,32.43349,1.505655,Index115_Highway-view.png,Index115_Neighbor-view.png,Index115_Mountain view.png,Index115_Range-view.png,Index115_Privacy-view.png,Index115.json
116,0.565662,2.101265,15.555556,29.319249,2.420711,Index116_Highway-view.png,Index116_Neighbor-view.png,Index116_Mountain view.png,Index116_Range-view.png,Index116_Privacy-view.png,Index116.json
117,0.630869,2.349048,17.856025,32.519562,1.085594,Index117_Highway-view.png,Index117_Neighbor-view.png,Index117_Mountain view.png,Index117_Range-view.png,Index117_Privacy-view.png,Index117.json
118,0.533059,1.988785,15.586854,29.874804,2.014853,Index118_Highway-view.png,Index118_Neighbor-view.png,Index118_Mountain view.png,Index118_Range-view.png,Index118_Privacy-view.png,Index118.json
119,0.581964,2.233307,16.85446,31.674491,1.190678,Index119_Highway-view.png,Index119_Neighbor-view.png,Index119_Mountain view.png,Index119_Range-view.png,Index119_Privacy-view.png,Index119.json
120,0.568923,2.241458,16.948357,32.128326,1.089707,Index120_Highway-view.png,Index120_Neighbor-view.png,Index120_Mountain view.png,Index120_Range-view.png,Index120_Privacy-view.png,Index120.json
121,0.552621,2.300143,18.059468,32.527387,1.391223,Index121_Highway-view.png,Index121_Neighbor-view.png,Index121_Mountain view.png,Index121_Range-view.png,Index121_Privacy-view.png,Index121.json
122,0.529799,2.124087,17.308294,30.485133,2.353052,Index122_Highway-view.png,Index122_Neighbor-view.png,Index122_Mountain view.png,Index122_Range-view.png,Index122_Privacy-view.png,Index122.json
123,0.606416,2.171362,16.103286,30.696401,2.163022,Index123_Highway-view.png,Index123_Neighbor-view.png,Index123_Mountain view.png,Index123_Range-view.png,Index123_Privacy-view.png,Index123.json
124,0.555882,2.200704,16.588419,32.057903,1.848402,Index124_Highway-view.png,Index124_Neighbor-view.png,Index124_Mountain view.png,Index124_Range-view.png,Index124_Privacy-view.png,Index124.json
125,0.554251,2.15343,16.619718,30.485133,1.201558,Index125_Highway-view.png,Index125_Neighbor-view.png,Index125_Mountain view.png,Index125_Range-view.png,Index125_Privacy-view.png,Index125.json
126,0.564032,2.036059,15.915493,30.868545,1.729188,Index126_Highway-view.png,Index126_Neighbor-view.png,Index126_Mountain view.png,Index126_Range-view.png,Index126_Privacy-view.png,Index126.json
127,0.585224,2.192553,16.838811,31.197183,1.339607,Index127_Highway-view.png,Index127_Neighbor-view.png,Index127_Mountain view.png,Index127_Range-view.png,Index127_Privacy-view.png,Index127.json
128,0.577074,2.145279,16.353678,31.510172,1.911523,Index128_Highway-view.png,Index128_Neighbor-view.png,Index128_Mountain view.png,Index128_Range-view.png,Index128_Privacy-view.png,Index128.json
129,0.54284,2.277321,18.200313,32.276995,1.233091,Index129_Highway-view.png,Index129_Neighbor-view.png,Index129_Mountain view.png,Index129_Range-view.png,Index129_Privacy-view.png,Index129.json
130,0.53795,2.125717,16.807512,30.672926,1.939295,Index130_Highway-view.png,Index130_Neighbor-view.png,Index130_Mountain view.png,Index130_Range-view.png,Index130_Privacy-view.png,Index130.json
131,0.562402,2.25939,17.449139,32.034429,1.246561,Index131_Highway-view.png,Index131_Neighbor-view.png,Index131_Mountain view.png,Index131_Range-view.png,Index131_Privacy-view.png,Index131.json
132,0.502087,2.109416,16.885759,30.907668,1.303632,Index132_Highway-view.png,Index132_Neighbor-view.png,Index132_Mountain view.png,Index132_Range-view.png,Index132_Privacy-view.png,Index132.json
133,0.564032,2.132238,16.306729,31.57277,1.069641,Index133_Highway-view.png,Index133_Neighbor-view.png,Index133_Mountain view.png,Index133_Range-view.png,Index133_Privacy-view.png,Index133.json
134,0.617827,2.321335,17.668232,32.550861,0.841792,Index134_Highway-view.png,Index134_Neighbor-view.png,Index134_Mountain view.png,Index134_Range-view.png,Index134_Privacy-view.png,Index134.json
135,0.586854,2.076813,15.524257,30.101721,1.204647,Index135_Highway-view.png,Index135_Neighbor-view.png,Index135_Mountain view.png,Index135_Range-view.png,Index135_Privacy-view.png,Index135.json
136,0.529799,2.142019,17.104851,30.453834,2.186991,Index136_Highway-view.png,Index136_Neighbor-view.png,Index136_Mountain view.png,Index136_Range-view.png,Index136_Privacy-view.png,Index136.json
137,0.629238,2.36535,17.71518,32.128326,1.274916,Index137_Highway-view.png,Index137_Neighbor-view.png,Index137_Mountain view.png,Index137_Range-view.png,Index137_Privacy-view.png,Index137.json
138,0.533059,2.081703,16.807512,31.205008,1.623806,Index138_Highway-view.png,Index138_Neighbor-view.png,Index138_Mountain view.png,Index138_Range-view.png,Index138_Privacy-view.png,Index138.json
139,0.564032,2.300143,18.169014,32.183099,1.455145,Index139_Highway-view.png,Index139_Neighbor-view.png,Index139_Mountain view.png,Index139_Range-view.png,Index139_Privacy-view.png,Index139.json
140,0.564032,2.278951,16.604069,32.605634,0.937709,Index140_Highway-view.png,Index140_Neighbor-view.png,Index140_Mountain view.png,Index140_Range-view.png,Index140_Privacy-view.png,Index140.json
141,0.568923,2.197444,16.776213,31.862285,1.972566,Index141_Highway-view.png,Index141_Neighbor-view.png,Index141_Mountain view.png,Index141_Range-view.png,Index141_Privacy-view.png,Index141.json
142,0.581964,2.285472,17.683881,31.408451,1.599423,Index142_Highway-view.png,Index142_Neighbor-view.png,Index142_Mountain view.png,Index142_Range-view.png,Index142_Privacy-view.png,Index142.json
143,0.604786,2.192553,16.588419,31.463224,1.268649,Index143_Highway-view.png,Index143_Neighbor-view.png,Index143_Mountain view.png,Index143_Range-view.png,Index143_Privacy-view.png,Index143.json
144,0.593375,2.212115,16.885759,31.752739,1.32986,Index144_Highway-view.png,Index144_Neighbor-view.png,Index144_Mountain view.png,Index144_Range-view.png,Index144_Privacy-view.png,Index144.json
