in:Index,out:↓ Highway visibility score,out:↓ Res  area visibility score,out:↑ Mountains visibility score,out:↑ Open view perc,out:↓ Privacy loss score,img_1,img_2,img_3,img_4,img_5,threeD
61,0.518388,0.449922,17.214397,31.830986,1.331681,Index61_Highway-view.png,Index61_Neighbor-view.png,Index61_Mountain view.png,Index61_Range-view.png,Index61_Privacy-view.png,Index61.json
62,0.560772,0.384716,17.104851,32.112676,1.158709,Index62_Highway-view.png,Index62_Neighbor-view.png,Index62_Mountain view.png,Index62_Range-view.png,Index62_Privacy-view.png,Index62.json
63,0.617827,0.425469,17.480438,32.973396,0.861296,Index63_Highway-view.png,Index63_Neighbor-view.png,Index63_Mountain view.png,Index63_Range-view.png,Index63_Privacy-view.png,Index63.json
64,0.586854,0.401017,17.355243,31.103286,1.63242,Index64_Highway-view.png,Index64_Neighbor-view.png,Index64_Mountain view.png,Index64_Range-view.png,Index64_Privacy-view.png,Index64.json
65,0.653691,0.383086,17.1518,31.181534,2.281655,Index65_Highway-view.png,Index65_Neighbor-view.png,Index65_Mountain view.png,Index65_Range-view.png,Index65_Privacy-view.png,Index65.json
66,0.586854,0.425469,16.823161,31.901408,1.135228,Index66_Highway-view.png,Index66_Neighbor-view.png,Index66_Mountain view.png,Index66_Range-view.png,Index66_Privacy-view.png,Index66.json
67,0.586854,0.425469,16.823161,31.901408,1.135228,Index66_Highway-view.png,Index66_Neighbor-view.png,Index66_Mountain view.png,Index66_Range-view.png,Index66_Privacy-view.png,Index66.json
68,0.575443,0.440141,17.402191,32.253521,1.235966,Index68_Highway-view.png,Index68_Neighbor-view.png,Index68_Mountain view.png,Index68_Range-view.png,Index68_Privacy-view.png,Index68.json
69,0.477634,0.401017,17.292645,30.688576,2.570521,Index69_Highway-view.png,Index69_Neighbor-view.png,Index69_Mountain view.png,Index69_Range-view.png,Index69_Privacy-view.png,Index69.json
70,0.546101,0.440141,16.807512,31.361502,1.675784,Index70_Highway-view.png,Index70_Neighbor-view.png,Index70_Mountain view.png,Index70_Range-view.png,Index70_Privacy-view.png,Index70.json
71,0.653691,0.410798,17.496088,32.43349,1.505655,Index71_Highway-view.png,Index71_Neighbor-view.png,Index71_Mountain view.png,Index71_Range-view.png,Index71_Privacy-view.png,Index71.json
72,0.565662,0.357003,15.555556,29.319249,2.420711,Index72_Highway-view.png,Index72_Neighbor-view.png,Index72_Mountain view.png,Index72_Range-view.png,Index72_Privacy-view.png,Index72.json
73,0.630869,0.418949,17.856025,32.519562,1.085594,Index73_Highway-view.png,Index73_Neighbor-view.png,Index73_Mountain view.png,Index73_Range-view.png,Index73_Privacy-view.png,Index73.json
74,0.533059,0.394497,15.586854,29.874804,2.014853,Index74_Highway-view.png,Index74_Neighbor-view.png,Index74_Mountain view.png,Index74_Range-view.png,Index74_Privacy-view.png,Index74.json
75,0.581964,0.422209,16.85446,31.674491,1.190678,Index75_Highway-view.png,Index75_Neighbor-view.png,Index75_Mountain view.png,Index75_Range-view.png,Index75_Privacy-view.png,Index75.json
76,0.568923,0.43362,16.948357,32.128326,1.089707,Index76_Highway-view.png,Index76_Neighbor-view.png,Index76_Mountain view.png,Index76_Range-view.png,Index76_Privacy-view.png,Index76.json
77,0.552621,0.42873,18.059468,32.527387,1.391223,Index77_Highway-view.png,Index77_Neighbor-view.png,Index77_Mountain view.png,Index77_Range-view.png,Index77_Privacy-view.png,Index77.json
78,0.529799,0.401017,17.308294,30.485133,2.353052,Index78_Highway-view.png,Index78_Neighbor-view.png,Index78_Mountain view.png,Index78_Range-view.png,Index78_Privacy-view.png,Index78.json
79,0.606416,0.418949,16.103286,30.696401,2.163022,Index79_Highway-view.png,Index79_Neighbor-view.png,Index79_Mountain view.png,Index79_Range-view.png,Index79_Privacy-view.png,Index79.json
80,0.555882,0.394497,16.588419,32.057903,1.848402,Index80_Highway-view.png,Index80_Neighbor-view.png,Index80_Mountain view.png,Index80_Range-view.png,Index80_Privacy-view.png,Index80.json
81,0.554251,0.401017,16.619718,30.485133,1.201558,Index81_Highway-view.png,Index81_Neighbor-view.png,Index81_Mountain view.png,Index81_Range-view.png,Index81_Privacy-view.png,Index81.json
82,0.564032,0.401017,15.915493,30.868545,1.729188,Index82_Highway-view.png,Index82_Neighbor-view.png,Index82_Mountain view.png,Index82_Range-view.png,Index82_Privacy-view.png,Index82.json
83,0.585224,0.399387,16.838811,31.197183,1.339607,Index83_Highway-view.png,Index83_Neighbor-view.png,Index83_Mountain view.png,Index83_Range-view.png,Index83_Privacy-view.png,Index83.json
84,0.577074,0.391236,16.353678,31.510172,1.911523,Index84_Highway-view.png,Index84_Neighbor-view.png,Index84_Mountain view.png,Index84_Range-view.png,Index84_Privacy-view.png,Index84.json
85,0.54284,0.423839,18.200313,32.276995,1.233091,Index85_Highway-view.png,Index85_Neighbor-view.png,Index85_Mountain view.png,Index85_Range-view.png,Index85_Privacy-view.png,Index85.json
86,0.53795,0.43199,16.807512,30.672926,1.939295,Index86_Highway-view.png,Index86_Neighbor-view.png,Index86_Mountain view.png,Index86_Range-view.png,Index86_Privacy-view.png,Index86.json
87,0.562402,0.42873,17.449139,32.034429,1.246561,Index87_Highway-view.png,Index87_Neighbor-view.png,Index87_Mountain view.png,Index87_Range-view.png,Index87_Privacy-view.png,Index87.json
88,0.502087,0.446661,16.885759,30.907668,1.303632,Index88_Highway-view.png,Index88_Neighbor-view.png,Index88_Mountain view.png,Index88_Range-view.png,Index88_Privacy-view.png,Index88.json
89,0.564032,0.389606,16.306729,31.57277,1.069641,Index89_Highway-view.png,Index89_Neighbor-view.png,Index89_Mountain view.png,Index89_Range-view.png,Index89_Privacy-view.png,Index89.json
90,0.617827,0.43199,17.668232,32.550861,0.841792,Index90_Highway-view.png,Index90_Neighbor-view.png,Index90_Mountain view.png,Index90_Range-view.png,Index90_Privacy-view.png,Index90.json
91,0.586854,0.389606,15.524257,30.101721,1.204647,Index91_Highway-view.png,Index91_Neighbor-view.png,Index91_Mountain view.png,Index91_Range-view.png,Index91_Privacy-view.png,Index91.json
92,0.529799,0.412428,17.104851,30.453834,2.186991,Index92_Highway-view.png,Index92_Neighbor-view.png,Index92_Mountain view.png,Index92_Range-view.png,Index92_Privacy-view.png,Index92.json
93,0.629238,0.415689,17.71518,32.128326,1.274916,Index93_Highway-view.png,Index93_Neighbor-view.png,Index93_Mountain view.png,Index93_Range-view.png,Index93_Privacy-view.png,Index93.json
94,0.533059,0.418949,16.807512,31.205008,1.623806,Index94_Highway-view.png,Index94_Neighbor-view.png,Index94_Mountain view.png,Index94_Range-view.png,Index94_Privacy-view.png,Index94.json
95,0.564032,0.420579,18.169014,32.183099,1.455145,Index95_Highway-view.png,Index95_Neighbor-view.png,Index95_Mountain view.png,Index95_Range-view.png,Index95_Privacy-view.png,Index95.json
96,0.564032,0.454812,16.604069,32.605634,0.937709,Index96_Highway-view.png,Index96_Neighbor-view.png,Index96_Mountain view.png,Index96_Range-view.png,Index96_Privacy-view.png,Index96.json
97,0.568923,0.402647,16.776213,31.862285,1.972566,Index97_Highway-view.png,Index97_Neighbor-view.png,Index97_Mountain view.png,Index97_Range-view.png,Index97_Privacy-view.png,Index97.json
98,0.581964,0.404278,17.683881,31.408451,1.599423,Index98_Highway-view.png,Index98_Neighbor-view.png,Index98_Mountain view.png,Index98_Range-view.png,Index98_Privacy-view.png,Index98.json
99,0.604786,0.407538,16.588419,31.463224,1.268649,Index99_Highway-view.png,Index99_Neighbor-view.png,Index99_Mountain view.png,Index99_Range-view.png,Index99_Privacy-view.png,Index99.json
100,0.593375,0.423839,16.885759,31.752739,1.32986,Index100_Highway-view.png,Index100_Neighbor-view.png,Index100_Mountain view.png,Index100_Range-view.png,Index100_Privacy-view.png,Index100.json
101,0.577074,0.443401,17.245696,33.505477,1.026791,Index101_Highway-view.png,Index101_Neighbor-view.png,Index101_Mountain view.png,Index101_Range-view.png,Index101_Privacy-view.png,Index101.json
102,0.565662,0.410798,16.150235,30.383412,1.627178,Index102_Highway-view.png,Index102_Neighbor-view.png,Index102_Mountain view.png,Index102_Range-view.png,Index102_Privacy-view.png,Index102.json
103,0.624348,0.407538,16.416275,32.769953,0.873455,Index103_Highway-view.png,Index103_Neighbor-view.png,Index103_Mountain view.png,Index103_Range-view.png,Index103_Privacy-view.png,Index103.json
104,0.568923,0.42873,17.934272,32.120501,1.545619,Index104_Highway-view.png,Index104_Neighbor-view.png,Index104_Mountain view.png,Index104_Range-view.png,Index104_Privacy-view.png,Index104.json
105,0.586854,0.401017,16.885759,31.940532,0.906112,Index105_Highway-view.png,Index105_Neighbor-view.png,Index105_Mountain view.png,Index105_Range-view.png,Index105_Privacy-view.png,Index105.json
106,0.53958,0.368414,16.431925,30.258216,1.940673,Index106_Highway-view.png,Index106_Neighbor-view.png,Index106_Mountain view.png,Index106_Range-view.png,Index106_Privacy-view.png,Index106.json
107,0.531429,0.414058,15.899844,31.087637,1.451258,Index107_Highway-view.png,Index107_Neighbor-view.png,Index107_Mountain view.png,Index107_Range-view.png,Index107_Privacy-view.png,Index107.json
108,0.550991,0.418949,16.87011,31.298905,1.235228,Index108_Highway-view.png,Index108_Neighbor-view.png,Index108_Mountain view.png,Index108_Range-view.png,Index108_Privacy-view.png,Index108.json
109,0.590115,0.397757,16.338028,31.353678,1.316407,Index109_Highway-view.png,Index109_Neighbor-view.png,Index109_Mountain view.png,Index109_Range-view.png,Index109_Privacy-view.png,Index109.json
110,0.500456,0.376565,17.167449,30.140845,2.52422,Index110_Highway-view.png,Index110_Neighbor-view.png,Index110_Mountain view.png,Index110_Range-view.png,Index110_Privacy-view.png,Index110.json
111,0.586854,0.384716,17.026604,31.259781,2.221999,Index111_Highway-view.png,Index111_Neighbor-view.png,Index111_Mountain view.png,Index111_Range-view.png,Index111_Privacy-view.png,Index111.json
112,0.490676,0.42873,16.181534,30.117371,2.230019,Index112_Highway-view.png,Index112_Neighbor-view.png,Index112_Mountain view.png,Index112_Range-view.png,Index112_Privacy-view.png,Index112.json
113,0.598266,0.412428,17.809077,31.744914,1.526021,Index113_Highway-view.png,Index113_Neighbor-view.png,Index113_Mountain view.png,Index113_Range-view.png,Index113_Privacy-view.png,Index113.json
114,0.555882,0.374935,16.040689,29.522692,2.485092,Index114_Highway-view.png,Index114_Neighbor-view.png,Index114_Mountain view.png,Index114_Range-view.png,Index114_Privacy-view.png,Index114.json
115,0.622718,0.373305,17.089202,30.187793,2.227304,Index115_Highway-view.png,Index115_Neighbor-view.png,Index115_Mountain view.png,Index115_Range-view.png,Index115_Privacy-view.png,Index115.json
116,0.557512,0.443401,17.167449,31.29108,1.069586,Index116_Highway-view.png,Index116_Neighbor-view.png,Index116_Mountain view.png,Index116_Range-view.png,Index116_Privacy-view.png,Index116.json
117,0.54121,0.353743,15.774648,29.444444,2.512484,Index117_Highway-view.png,Index117_Neighbor-view.png,Index117_Mountain view.png,Index117_Range-view.png,Index117_Privacy-view.png,Index117.json
118,0.621088,0.407538,17.589984,32.1518,1.242245,Index118_Highway-view.png,Index118_Neighbor-view.png,Index118_Mountain view.png,Index118_Range-view.png,Index118_Privacy-view.png,Index118.json
119,0.609677,0.401017,17.589984,31.57277,2.15012,Index119_Highway-view.png,Index119_Neighbor-view.png,Index119_Mountain view.png,Index119_Range-view.png,Index119_Privacy-view.png,Index119.json
120,0.578704,0.43525,16.823161,32.253521,1.124906,Index120_Highway-view.png,Index120_Neighbor-view.png,Index120_Mountain view.png,Index120_Range-view.png,Index120_Privacy-view.png,Index120.json
121,0.595005,0.394497,17.902973,32.402191,1.297238,Index121_Highway-view.png,Index121_Neighbor-view.png,Index121_Mountain view.png,Index121_Range-view.png,Index121_Privacy-view.png,Index121.json
122,0.518388,0.418949,16.917058,31.525822,1.6432,Index122_Highway-view.png,Index122_Neighbor-view.png,Index122_Mountain view.png,Index122_Range-view.png,Index122_Privacy-view.png,Index122.json
123,0.624348,0.440141,17.809077,32.981221,1.20689,Index123_Highway-view.png,Index123_Neighbor-view.png,Index123_Mountain view.png,Index123_Range-view.png,Index123_Privacy-view.png,Index123.json
124,0.583594,0.397757,16.995305,32.410016,1.272993,Index124_Highway-view.png,Index124_Neighbor-view.png,Index124_Mountain view.png,Index124_Range-view.png,Index124_Privacy-view.png,Index124.json
125,0.533059,0.438511,17.558685,32.511737,0.893651,Index125_Highway-view.png,Index125_Neighbor-view.png,Index125_Mountain view.png,Index125_Range-view.png,Index125_Privacy-view.png,Index125.json
126,0.520018,0.391236,16.165884,28.755869,1.673818,Index126_Highway-view.png,Index126_Neighbor-view.png,Index126_Mountain view.png,Index126_Range-view.png,Index126_Privacy-view.png,Index126.json
127,0.554251,0.423839,17.386541,31.220657,1.904502,Index127_Highway-view.png,Index127_Neighbor-view.png,Index127_Mountain view.png,Index127_Range-view.png,Index127_Privacy-view.png,Index127.json
128,0.588485,0.43525,16.807512,32.018779,1.306499,Index128_Highway-view.png,Index128_Neighbor-view.png,Index128_Mountain view.png,Index128_Range-view.png,Index128_Privacy-view.png,Index128.json
129,0.573813,0.407538,17.230047,30.618153,1.643861,Index129_Highway-view.png,Index129_Neighbor-view.png,Index129_Mountain view.png,Index129_Range-view.png,Index129_Privacy-view.png,Index129.json
130,0.54284,0.410798,16.604069,30.14867,2.772203,Index130_Highway-view.png,Index130_Neighbor-view.png,Index130_Mountain view.png,Index130_Range-view.png,Index130_Privacy-view.png,Index130.json
131,0.508607,0.436881,17.183099,31.205008,1.570149,Index131_Highway-view.png,Index131_Neighbor-view.png,Index131_Mountain view.png,Index131_Range-view.png,Index131_Privacy-view.png,Index131.json
132,0.575443,0.440141,17.652582,33.067293,0.647341,Index132_Highway-view.png,Index132_Neighbor-view.png,Index132_Mountain view.png,Index132_Range-view.png,Index132_Privacy-view.png,Index132.json
133,0.603156,0.420579,17.589984,32.253521,1.38404,Index133_Highway-view.png,Index133_Neighbor-view.png,Index133_Mountain view.png,Index133_Range-view.png,Index133_Privacy-view.png,Index133.json
134,0.557512,0.342332,16.416275,30.602504,1.880049,Index134_Highway-view.png,Index134_Neighbor-view.png,Index134_Mountain view.png,Index134_Range-view.png,Index134_Privacy-view.png,Index134.json
